GCVS,STAR,CONST.,RA(2000),DEC,Type,V[mag],P[days],Spec
310880,V0880,Cyg,19h31m25.9s,33o39'17",EA/K,13.9,1.0600316,
310881,V0881,Cyg,19h31m38.0s,29o43'14",DSCT,13.6,0.21065560,
310884,V0884,Cyg,19h32m19.6s,30o45'3",EB/K,13.8,0.480050633,
310885,V0885,Cyg,19h32m49.8s,30o1'17",EB/D,9.9,1.6947950,
310886,V0886,Cyg,19h32m45.2s,32o40'38",EA,14.0,2.4095240,
310887,V0887,Cyg,19h33m9.6s,29o20'50",EA,14.3,2.03807136,
310888,V0888,Cyg,19h33m18.9s,29o21'37",EB/S,15.8,2.12419068,
310889,V0889,Cyg,19h33m32.1s,28o29'0",EB/D,10.0,1.7479360,
310891,V0891,Cyg,19h33m38.4s,29o16'21",EA/D,9.3,1.9057825,A0
310892,V0892,Cyg,19h33m43.8s,28o18'29",EA,15.4,2.06131496,
310899,V0899,Cyg,19h34m18.2s,28o30'6",EA,15.6,2.9282715,
310900,V0900,Cyg,19h34m10.0s,32o49'53",EA/S,15.1,1.97348267,
310902,V0902,Cyg,19h34m35.5s,29o6'27",EA/S,14.5,1.6289172,
310906,V0906,Cyg,19h34m57.0s,34o38'44",EW/K,14.9,0.365166713,
310907,V0907,Cyg,19h35m30.4s,29o45'45",EW/K,14.2,0.426056,
310908,V0908,Cyg,19h35m32.0s,33o27'4",EA/S,15.4,1.93604410,
310909,V0909,Cyg,19h35m53.2s,28o16'44",EA/D,9.3,2.8054230,A0
310910,V0910,Cyg,19h35m53.3s,28o12'39",EA/S,14.1,1.61025672,
310911,V0911,Cyg,19h35m54.8s,27o59'3",EA/S,14.4,3.4226070,
310912,V0912,Cyg,19h35m52.6s,31o31'51",EA/D,12.4,2.5282034,F8
310914,V0914,Cyg,19h36m38.5s,31o39'9",EA,14.3,4.173059,
310921,V0921,Cyg,19h37m58.7s,33o39'27",EA/A,13.1,4.0395647,
310922,V0922,Cyg,19h38m10.5s,30o27'1",EA/S,14.5,1.42237630,
310925,V0925,Cyg,19h38m27.1s,28o32'50",EA,15.7,2.9791900,
310928,V0928,Cyg,19h38m55.3s,29o29'59",EA,15.3,2.5268184,
310931,V0931,Cyg,19h39m14.1s,29o46'9",EW/K,13.9,0.34149157,
310932,V0932,Cyg,19h39m5.9s,33o29'1",EA/S,14.0,5.5990978,
310934,V0934,Cyg,19h39m29.3s,30o16'35",EW,13.2,0.70069920,
310936,V0936,Cyg,19h39m35.9s,30o32'41",EA,14.5,2.3192508,
310939,V0939,Cyg,19h38m24.3s,56o32'24",EW,12.1,0.558,
310940,V0940,Cyg,19h38m48.9s,57o40'21",EW/K,14.5,0.33232,
310941,V0941,Cyg,19h41m4.4s,30o50'9",EB/D,12.8,3.5839350,
310947,V0947,Cyg,19h42m14.0s,31o35'37",EW/K,14.1,0.42924466,
310948,V0948,Cyg,19h42m20.7s,30o39'55",EW,14.6,0.7770102,
310952,V0952,Cyg,19h42m50.3s,33o22'22",EA,13.7,9.981532,
310955,V0955,Cyg,19h43m34.4s,28o18'46",EB,15.0,15.0835966,
310956,V0956,Cyg,19h43m31.1s,32o37'23",EA/S,15.0,1.83121217,
310957,V0957,Cyg,19h43m45.5s,29o31'40",EB/D,12.2,1.6735251,
310959,V0959,Cyg,19h43m53.9s,30o19'34",EA/D,11.3,1.8398202,A5
310961,V0961,Cyg,19h43m58.3s,32o52'14",EA,12.2,2.0378068,
310962,V0962,Cyg,19h44m0.0s,33o16'39",EA/S,13.7,4.2686935,
310963,V0963,Cyg,19h44m4.9s,31o41'50",EA/D,12.2,0.69733397,F5
310964,V0964,Cyg,19h44m1.8s,33o26'23",EA/A,13.9,3.5409514,
310965,V0965,Cyg,19h44m9.3s,31o42'37",EW,13.9,0.64057256,
310970,V0970,Cyg,19h44m56.4s,28o15'22",EB,14.3,0.5209495,
310974,V0974,Cyg,19h45m18.6s,32o31'53",EA,11.9,3.204437,
310975,V0975,Cyg,19h45m17.2s,33o26'3",EA,13.3,3.9487015,
310978,V0978,Cyg,19h44m27.9s,55o41'11",EA/S,15.5,1.51305,
310979,V0979,Cyg,19h46m26.5s,32o8'36",EW/K,14.2,0.373707068,
310995,V0995,Cyg,19h48m34.4s,46o13'42",EA/S,11.3,3.556275,B8
310997,V0997,Cyg,19h48m5.0s,52o51'16",RRC,14.1,0.22892,
311004,V1004,Cyg,19h50m29.4s,33o8'32",EB,12.6,0.68569997,
311009,V1009,Cyg,19h52m14.9s,31o46'29",EA,12.9,5.4362474,
311010,V1010,Cyg,19h53m46.0s,29o34'25",EA,14.5,2.4069968,
311011,V1011,Cyg,19h55m14.8s,34o12'28",EA/D,12.2,3.2393706,A0
311012,V1012,Cyg,19h56m40.7s,31o49'16",EA/S,15.3,1.76992159,
311013,V1013,Cyg,19h56m58.1s,33o46'31",EA,13.3,4.6796959,
311018,V1018,Cyg,19h57m59.9s,33o20'27",EB/D,11.2,1.6236748,A2n
311019,V1019,Cyg,19h58m37.7s,30o23'20",EA/S,13.3,2.2793125,
311021,V1021,Cyg,19h59m21.0s,33o11'1",EB,13.9,3.3292714,
311023,V1023,Cyg,19h59m53.2s,30o24'20",EA/D,12.8,3.1588172,A3
311024,V1024,Cyg,20h0m11.2s,39o4'42",EA,16.2,1.53279958,
311034,V1034,Cyg,20h5m34.8s,30o58'33",EB/S,9.6,0.976931,A0
311036,V1036,Cyg,20h8m3.9s,40o43'40",E,11.6,0.74412,
311037,V1037,Cyg,20h8m49.5s,35o14'56",EA/S,14.7,2.70785699,
311038,V1038,Cyg,20h7m53.8s,51o58'31",EB/S,14.9,1.9605,
311039,V1039,Cyg,20h9m11.8s,38o26'7",EA/S,15.5,1.8979184,
311044,V1044,Cyg,20h14m49.6s,52o41'46",EW/K,16.0,0.42181,
311045,V1045,Cyg,20h15m0.4s,52o37'20",EB,15.8,0.44766,
311047,V1047,Cyg,20h17m38.0s,52o58'46",EA/S,14.6,0.929658,
311048,V1048,Cyg,20h22m57.0s,52o32'48",EA/S,13.3,0.742224,
311051,V1051,Cyg,20h31m0.6s,56o46'31",EA/S,14.4,2.54746,
311053,V1053,Cyg,20h38m53.7s,52o57'22",EA,15.5,2.00144,
311055,V1055,Cyg,20h44m16.0s,53o23'49",EA/S,14.6,1.15945,
311061,V1061,Cyg,21h7m20.5s,52o2'58",EA/D,9.4,2.346656,F8
311064,V1064,Cyg,21h10m4.7s,48o36'33",EB,15.1,0.704937,
311066,V1066,Cyg,21h17m3.3s,44o0'28",EA/K,13.8,1.548602,
311068,V1068,Cyg,21h20m33.1s,42o16'39",EA/G,10.5,42.6813,B9+G8II-III
311073,V1073,Cyg,21h25m0.4s,33o41'14",EW/K,8.23,0.7858597,A3Vm
311074,V1074,Cyg,21h26m18.2s,42o8'1",EB/K,14.7,1.203954,
311079,V1079,Cyg,21h30m3.5s,46o47'56",EA/S,15.3,1.742986,
311083,V1083,Cyg,21h37m33.3s,49o4'55",EB/D,11.0,1.62585,A
311087,V1087,Cyg,21h42m10.1s,46o10'38",EA,15.6,2.85102,
311096,V1096,Cyg,21h55m52.2s,41o35'46",EA,15.2,3.253787,
311101,V1101,Cyg,22h2m0.5s,48o3'25",EA/S,15.2,1.829073,
311103,V1103,Cyg,19h14m57.7s,46o10'2",EA,15.,,
311117,V1117,Cyg,19h25m55.6s,29o11'49",EA,13.2,5.2320,
311130,V1130,Cyg,19h34m3.3s,39o42'41",EA/S,12.8,0.562561247,
311136,V1136,Cyg,19h37m50.0s,28o50'36",EA,12.5,3.462766,
311141,V1141,Cyg,19h39m52.8s,36o39'47",EW/K,11.3,0.84909682,A7
311142,V1142,Cyg,19h39m57.9s,33o55'29",EA/D,13.1,5.762246,
311143,V1143,Cyg,19h38m41.2s,54o58'25",EA/D,5.85,7.6407613,F5V+F5V
311147,V1147,Cyg,19h45m52.5s,32o15'40",E,11.9,2.24460,
311156,V1156,Cyg,19h50m37.1s,29o21'17",EA/G,13.5,44.5647,
311157,V1157,Cyg,19h51m9.7s,31o20'13",EA/D,13.5,12.66502,
311158,V1158,Cyg,19h51m30.7s,31o6'34",EA/D,14.9,11.64571,
311159,V1159,Cyg,19h52m7.4s,39o14'27",EA/S,15.3,1.92157869,
311161,V1161,Cyg,19h54m17.2s,42o57'22",EA/D,13.5,3.1947143,
311171,V1171,Cyg,19h57m57.3s,33o53'0",EA/K,10.0,1.4621239,B9
311187,V1187,Cyg,20h16m41.8s,41o57'45",EA/D,10.88,7.535,OB
311188,V1188,Cyg,20h16m7.1s,52o8'25",EB/S,13.7,0.851662,
311189,V1189,Cyg,20h16m6.9s,51o56'26",EB/K,13.1,1.042,
311191,V1191,Cyg,20h16m50.8s,41o57'41",EW/K,10.82,0.313377,
311193,V1193,Cyg,20h21m11.5s,59o36'3",EW,13.8,0.674,
311196,V1196,Cyg,20h24m41.3s,54o29'59",EB/K,12.0,1.26583,
311197,V1197,Cyg,20h30m57.2s,56o46'31",EA/S,15.0,0.73783,
311200,V1200,Cyg,20h33m52.1s,57o40'20",EW/K,15.3,0.36906,
311211,V1211,Cyg,20h47m10.2s,35o4'56",EA,14.,,
311228,V1228,Cyg,21h8m57.3s,39o17'31",EA/S,13.2,1.66679,
311255,V1255,Cyg,19h28m36.6s,31o10'49",EA/S,15.2,3.4253217,
311256,V1256,Cyg,19h29m8.9s,29o57'7",EW,13.8,0.5404102,
311259,V1259,Cyg,19h29m43.9s,40o5'38",EA,13.6,8.2458956,
311261,V1261,Cyg,19h32m54.0s,32o28'54",EA/D,15.3,3.7885576,
311263,V1263,Cyg,19h31m56.0s,52o1'59",EA,13.5,1.997,A2
311273,V1273,Cyg,19h41m49.2s,31o11'14",EB/S,16.2,0.8101108,
311281,V1281,Cyg,19h43m52.7s,34o14'46",EA,15.3,2.9644389,
311302,V1302,Cyg,20h2m26.2s,36o33'52",EA/D,13.1,2.6153526,
311305,V1305,Cyg,20h4m53.1s,37o45'11",EB/K,11.4,0.9009015,A8
311312,V1312,Cyg,20h10m49.2s,41o1'28",EA,16.0,2.661593,
311314,V1314,Cyg,20h12m16.7s,40o52'32",EA,16.2,0.6297585,
311315,V1315,Cyg,20h12m5.1s,41o31'48",EB,15.1,0.4472290,
311321,V1321,Cyg,20h23m28.7s,41o31'58",EA,12.8,0.3640901,
311326,V1326,Cyg,20h34m30.5s,54o12'37",EA,11.3,16.6817,
311345,V1345,Cyg,19h31m28.6s,29o46'22",EA/S,14.8,1.427184,
311354,V1354,Cyg,19h46m48.7s,37o20'13",EA/S,15.3,2.9965078,
311355,V1355,Cyg,19h49m55.7s,37o59'16",EA/K,14.3,1.19496873,
311356,V1356,Cyg,19h56m39.4s,29o59'29",EB/D,10.1,1.95669202,B0V
311358,V1358,Cyg,19h58m36.8s,37o8'15",EA/D,14.6,2.0325492,
311359,V1359,Cyg,19h58m46.4s,36o56'14",EA,16.6,3.1458645,
311374,V1374,Cyg,20h16m11.4s,42o11'8",EA,16.5,0.37236424,
311401,V1401,Cyg,21h55m39.3s,50o34'33",EB/K,13.1,1.182991,A-F
311411,V1411,Cyg,21h58m23.6s,49o44'16",EA/K,12.1,0.776739,A3
311412,V1412,Cyg,22h0m7.8s,55o11'27",EA/S,15.4,1.7842018,
311414,V1414,Cyg,22h1m20.9s,47o36'4",EA/S,13.6,0.703126,
311416,V1416,Cyg,22h1m53.9s,51o54'56",EW,14.1,0.9003084,
311417,V1417,Cyg,22h2m6.4s,50o42'39",EB/K,13.0,0.7267737,A5
311425,V1425,Cyg,21h11m1.8s,55o19'56",EB/K,7.7,1.252387,B9+A0
311430,V1430,Cyg,21h56m6.9s,50o17'34",EA,14.9,2.0674884,
311433,V1433,Cyg,21h57m43.9s,50o2'50",EA,14.2,62.45,
311436,V1436,Cyg,19h28m43.3s,27o59'0",EA/S,15.8,1.5870718,
311437,V1437,Cyg,19h28m45.2s,31o23'25",EW/K,15.3,0.4545201,
311444,V1444,Cyg,19h46m14.7s,33o37'43",EA/S,15.9,1.48365,
311456,V1456,Cyg,19h54m27.7s,34o37'8",EA,16.2,2.06460,
311457,V1457,Cyg,19h54m41.1s,33o29'2",EA,14.5,0.68370,
311470,V1470,Cyg,20h4m45.5s,33o23'14",EA,15.8,2.5784,
311481,V1481,Cyg,21h43m56.6s,53o43'20",EB/D,12.1,2.76340,B2V
311488,V1488,Cyg,20h15m28.3s,47o42'51",EA/G,3.90,1147.4,K5Iab+B4IV-V
311500,V1500,Cyg,21h11m36.6s,48o9'2",NA,1.69,,pecNova
311508,V1508,Cyg,19h49m57.4s,31o51'15",EB,12.6,1.994529,
311580,V1580,Cyg,19h44m0.4s,45o26'53",EA/S,14.0,1.811443,
311618,V1618,Cyg,21h45m54.1s,38o45'26",EA/S,15.4,2.8584,
311665,V1665,Cyg,21h19m20.7s,40o57'55",EA/S,14.3,3.22563,
311667,V1667,Cyg,21h32m33.3s,34o27'6",EA/S,14.9,2.50325,
311669,V1669,Cyg,21h56m30.1s,38o46'57",EA,14.7,3.0919,
311721,V1721,Cyg,21h21m43.4s,37o20'58",EA,12.2,2.722913,
311722,V1722,Cyg,21h22m9.2s,42o8'31",EA/D,14.3,11.969690,
311723,V1723,Cyg,21h28m27.5s,37o54'29",EA/S,13.2,0.88404,
311729,V1729,Cyg,21h38m9.1s,35o58'39",EA/S,13.8,2.45574,
311763,V1763,Cyg,19h31m35.8s,39o1'27",EW/K,12.4,,
311765,V1765,Cyg,19h48m50.6s,33o26'14",EB/G,6.44,,
311774,V1774,Cyg,20h20m55.9s,50o27'29",E,12.6,,
311776,V1776,Cyg,20h23m30.5s,46o31'29",NL,17.2,,
311787,V1787,Cyg,20h37m45.3s,55o16'31",EA,12.4,,
311792,V1792,Cyg,20h51m30.9s,37o59'22",ELL,7.29,,
311815,V1815,Cyg,22h1m45.3s,48o4'53",RRC,11.2,,
311823,V1823,Cyg,20h12m6.4s,34o38'33",RRAB,12.5,,
311827,V1827,Cyg,20h30m27.3s,41o13'25",IS,16.1,,
311847,V1847,Cyg,20h47m19.1s,36o14'0",E,15.5,,
311856,V1856,Cyg,20h48m19.4s,35o27'33",E,14.2,,
311870,V1870,Cyg,20h51m41.0s,35o44'7",E,14.3,,
311877,V1877,Cyg,20h52m43.4s,34o24'10",E,13.8,,
311898,V1898,Cyg,21h3m53.8s,46o19'49",EA/D,7.71,,
311901,V1901,Cyg,21h12m5.7s,31o23'7",EW,13.3,,
311902,V1902,Cyg,21h17m7.7s,37o46'1",EW/K,14.3,,
311905,V1905,Cyg,21h25m49.6s,39o4'17",IS,14.0,,
311908,V1908,Cyg,21h31m41.7s,33o46'55",EA/S,13.4,,
311909,V1909,Cyg,21h32m23.4s,34o44'1",EA/S,13.9,,
311916,V1916,Cyg,21h57m29.9s,44o41'48",EA/S,15.4,,
311918,V1918,Cyg,19h26m8.7s,52o26'47",EW/K,10.59,,
311941,V1941,Cyg,21h55m58.0s,43o2'50",E,13.3,,
311950,V1950,Cyg,19h37m32.9s,50o43'1",EA/S,15.3,,
311961,V1961,Cyg,21h24m31.8s,39o57'19",EW,14.9,,
312021,V2021,Cyg,20h53m10.5s,34o7'8",EA,8.9,,
312080,V2080,Cyg,19h26m48.0s,50o8'43",EA,7.46,,
312082,V2082,Cyg,19h29m30.1s,36o17'14",ELL,6.72,,
312083,V2083,Cyg,19h31m16.4s,47o28'52",EA,6.94,,
312094,V2094,Cyg,19h55m12.1s,46o39'56",ACV,7.70,,
312148,V2148,Cyg,21h9m58.6s,45o30'9",EA,6.52,,
312150,V2150,Cyg,21h18m10.9s,30o35'21",EW,8.09,,
312154,V2154,Cyg,21h23m8.3s,48o31'8",EA,7.85,,
312165,V2165,Cyg,21h33m55.4s,50o45'4",EA,8.73,,
312181,V2181,Cyg,20h9m49.5s,30o34'28",E,13.0,,
312197,V2197,Cyg,20h50m16.3s,37o56'45",E,10.9,,
312210,V2210,Cyg,21h49m29.7s,41o37'30",EA,13.5,,
312213,V2213,Cyg,19h28m57.9s,43o6'25",EW,13.9,,
312239,V2239,Cyg,20h15m17.6s,37o31'43",EA,11.73,,
312240,V2240,Cyg,20h15m55.9s,37o27'15",EW,12.03,,
312242,V2242,Cyg,20h16m31.8s,37o42'31",EW,15.2,,
312243,V2243,Cyg,20h16m41.6s,37o38'5",EB,15.4,,
312247,V2247,Cyg,20h48m48.0s,34o26'7",EA,10.4,,
312263,V2263,Cyg,21h44m3.5s,53o42'47",EB/S,12.36,,
312277,V2277,Cyg,19h15m33.7s,44o37'1",EA,10.5,,
312278,V2278,Cyg,19h16m34.6s,52o48'56",EW,13.30,,
312280,V2280,Cyg,19h21m43.9s,48o3'57",EW,13.32,,
312281,V2281,Cyg,19h25m6.9s,45o56'2",EA,12.1,,
312282,V2282,Cyg,19h25m37.9s,53o25'20",EW,12.02,,
312284,V2284,Cyg,19h29m55.0s,48o54'59",EW,12.71,,
312287,V2287,Cyg,19h32m7.7s,52o37'14",EB,11.6,,
312290,V2290,Cyg,19h35m23.1s,48o3'0",EA,13.61,,
312291,V2291,Cyg,19h36m58.3s,47o48'31",EA,11.5,,
312294,V2294,Cyg,19h40m29.4s,50o25'51",EW,13.23,,
312311,V2311,Cyg,20h11m52.9s,41o36'5",EA,13.40,,
312314,V2314,Cyg,20h22m10.2s,31o15'11",EA,8.64,,
312331,V2331,Cyg,21h11m13.6s,34o19'14",L,12.5,,
312363,V2363,Cyg,19h21m8.4s,51o2'1",EW,12.10,0.361900,
312364,V2364,Cyg,19h22m11.8s,49o28'34",EW,11.20,0.5921376,
312365,V2365,Cyg,19h24m14.7s,50o15'19",EA,9.62,3.747833,A5
312366,V2366,Cyg,19h32m10.8s,45o44'9",EW,12.79,0.356456,
312370,V2370,Cyg,19h40m5.3s,40o14'16",EA,18.91,1.46,
312371,V2371,Cyg,19h40m12.5s,40o0'45",EA,18.02,3.486,
312372,V2372,Cyg,19h40m13.9s,40o11'22",EA,19.13,2.302,
312375,V2375,Cyg,19h40m30.5s,40o16'23",EB,19.56,0.2705,
312376,V2376,Cyg,19h40m31.5s,40o12'51",EA,20.5,1.332,
312380,V2380,Cyg,19h40m42.7s,40o13'26",EW,20.37,0.2899,
312381,V2381,Cyg,19h40m44.8s,40o9'22",EA,17.36,1.468,
312383,V2383,Cyg,19h40m53.1s,40o11'17",EA,20.06,0.3571,
312384,V2384,Cyg,19h40m56.7s,40o5'4",EA,18.67,1.682,
312385,V2385,Cyg,19h40m59.6s,40o8'25",EW,19.81,0.2637,
312386,V2386,Cyg,19h41m5.8s,40o12'54",EW,20.72,0.2814,
312388,V2388,Cyg,19h41m10.3s,40o15'18",EW,16.61,0.3660,
312389,V2389,Cyg,19h41m11.7s,40o6'39",EW,18.17,0.3384,
312390,V2390,Cyg,19h41m15.3s,40o12'31",EB,18.11,0.6742,
312391,V2391,Cyg,19h41m21.3s,40o2'14",EA,16.60,3.682,
312393,V2393,Cyg,19h41m22.6s,40o11'7",EW,17.49,0.3032,
312394,V2394,Cyg,19h41m22.9s,40o14'39",EW,18.27,0.2562,
312396,V2396,Cyg,19h41m28.6s,40o16'24",EW,17.25,0.293,
312404,V2404,Cyg,19h41m52.3s,40o12'23",EW,20.08,0.2751,
312405,V2405,Cyg,19h41m57.1s,40o18'24",EA,18.46,1.3112,
312408,V2408,Cyg,19h42m15.1s,40o4'42",EA,18.88,2.233,
312409,V2409,Cyg,19h45m6.4s,53o23'36",EW,13.7,0.36587,
312414,V2414,Cyg,20h2m19.4s,39o55'8",E,9.87,4.85437,B8
312421,V2421,Cyg,20h14m38.6s,41o56'14",EB,13.79,0.6331,
312422,V2422,Cyg,20h16m58.8s,39o5'23",EB,13.3,0.50619,
312456,V2456,Cyg,21h30m43.8s,33o57'24",EB,11.3,0.695915,A0
312469,V2469,Cyg,19h12m16.1s,49o42'24",EA,12.64,0.90333,
312471,V2471,Cyg,20h4m31.5s,53o3'44",EW,13.6,0.28254,
312473,V2473,Cyg,20h9m45.8s,48o52'6",EA,13.05,2.4021,
312474,V2474,Cyg,20h10m46.2s,33o48'4",EB,10.97,32.34,
312476,V2476,Cyg,20h14m39.7s,35o39'14",EB,11.70,18.88,
312477,V2477,Cyg,20h18m58.9s,56o36'19",EW,9.86,0.311250,F8
312478,V2478,Cyg,20h42m24.6s,42o18'4",EW,13.6,0.33999,
312480,V2480,Cyg,21h4m5.9s,39o32'59",EA,12.32,0.66927,
312483,V2483,Cyg,21h8m9.4s,36o28'19",EB,10.89,112.4,
312485,V2485,Cyg,21h15m37.2s,38o2'27",EB,13.4,1.31477,
312486,V2486,Cyg,21h16m59.4s,40o19'56",EA,9.65,1.27268,A2
312490,V2490,Cyg,21h42m26.0s,28o49'47",EB,11.75,0.78099,
312497,V2497,Cyg,19h23m57.4s,29o37'12",EW,13.27,0.36880,
312509,V2509,Cyg,19h41m22.3s,30o52'22",EW,12.5,0.396808,
312511,V2511,Cyg,19h45m43.5s,32o10'1",EW,13.7,0.6489015,
312517,V2517,Cyg,19h59m16.3s,36o32'7",EA,10.1,1.388903,A2
312519,V2519,Cyg,20h0m50.8s,55o41'21",EA,10.33,1.60275,
312520,V2520,Cyg,20h6m53.8s,32o46'58",EA,10.56,1.34883,A0
312524,V2524,Cyg,20h13m33.4s,58o36'24",EW,13.35,0.450654,
312529,V2529,Cyg,20h21m0.7s,49o12'18",EA,9.86,4.9045,F2
312540,V2540,Cyg,20h23m37.9s,46o55'51",EW,12.44,0.405000,G1V+K2V
312541,V2541,Cyg,20h24m11.9s,48o55'26",EA,9.97,2.3542,
312544,V2544,Cyg,20h27m17.3s,37o56'26",EA,12.61,2.093745,
312545,V2545,Cyg,20h27m26.5s,31o5'38",EW,11.4,0.369190,
312546,V2546,Cyg,20h28m4.9s,31o17'9",EW,11.37,0.62279,F5
312549,V2549,Cyg,20h31m22.0s,30o58'38",EA,10.93,1.03832,F8
312550,V2550,Cyg,20h34m58.8s,41o36'17",EA,10.19,4.6760,B0Ibn
312551,V2551,Cyg,20h35m36.5s,52o45'45",EW,10.75,0.242324,
312552,V2552,Cyg,20h35m57.2s,49o0'42",EW,10.87,0.2785137,G5-8V
312553,V2553,Cyg,20h37m13.1s,44o54'53",EA,10.88,1.71636,
312555,V2555,Cyg,20h39m1.6s,45o12'27",EB,10.28,22.425,
312559,V2559,Cyg,20h50m50.8s,41o9'47",EB,11.92,39.6,e
312560,V2560,Cyg,20h52m13.8s,46o35'27",EB,12.0,0.733803,
312562,V2562,Cyg,20h55m19.4s,42o43'31",EB,9.02,2.4931,A2
312563,V2563,Cyg,20h55m44.8s,43o28'28",EW,12.45,0.530922,
312570,V2570,Cyg,21h5m51.7s,35o14'31",EA,11.08,2.00819,
312616,V2616,Cyg,21h15m10.0s,43o27'29",EA,13.8,6.9283333,
312617,V2617,Cyg,21h15m23.8s,43o32'9",EB,14.4,0.505856,
312618,V2618,Cyg,21h19m4.0s,43o45'48",EA,10.56,47.615,OB
312619,V2619,Cyg,21h19m26.8s,34o52'50",EW,12.20,0.506738,
312626,V2626,Cyg,21h23m18.2s,35o41'10",EW,14.1,0.45792,
312628,V2628,Cyg,21h23m42.7s,35o44'22",EW,15.0,0.35262,
312643,V2643,Cyg,21h30m29.9s,31o14'30",EB,10.70,0.610855,
312645,V2645,Cyg,21h43m29.1s,53o8'43",EA,13.82,4.9478,
312646,V2646,Cyg,21h44m34.5s,54o22'1",EW,11.25,0.35465,
312647,V2647,Cyg,21h47m3.3s,50o3'17",EA,11.05,5.85527,
312648,V2648,Cyg,21h47m35.3s,51o37'24",EA,11.64,3.4150,
312652,V2652,Cyg,21h48m25.2s,38o47'20",EA,12.5,1.57137,
312657,V2657,Cyg,21h53m38.1s,48o24'13",EW,12.5,0.38821,
312685,V2685,Cyg,19h41m29.4s,30o51'19",EA,13.1,1.125815,
312686,V2686,Cyg,19h50m48.7s,33o12'54",EB,13.1,1.15445,
312713,V2713,Cyg,20h59m17.4s,45o6'42",EW,12.33,0.69316,
312840,V2840,Cyg,21h49m13.2s,30o58'6",EW,11.95,0.631038,
312878,V2878,Cyg,19h53m45.6s,33o49'50",EA,11.41,0.9033626,
320006,W,Del,20h37m40.1s,18o17'3",EA/S,9.69,4.806100,B9.5Ve+G5
320010,RR,Del,20h43m33.9s,13o56'41",EA/S,10.2,4.599535,A
320027,TT,Del,20h36m2.3s,8o27'3",EA/S,10.6,2.871119,A1
320032,TY,Del,21h4m22.0s,13o12'53",EA/S,9.7,1.19112689,B9
320049,XX,Del,20h28m17.3s,18o33'17",EA/S,13.0,2.12363,
320052,YY,Del,20h30m0.8s,14o3'9",EA,11.3,0.7930922,A3
320065,AL,Del,20h36m15.8s,13o5'21",EB/K,12.2,1.485485,
320075,AV,Del,20h45m31.5s,11o10'26",EA/S,10.7,3.85343,F8
320083,BE,Del,20h23m50.6s,13o14'59",EA,14.2,6.3091,
320084,BF,Del,20h25m7.8s,12o17'33",EA/S,13.8,3.76016,
320085,BG,Del,20h26m22.5s,17o32'47",EB/K,13.6,0.563610,
320086,BH,Del,20h27m36.6s,13o41'1",EA/S,13.2,1.614145,
320087,BI,Del,20h27m38.6s,14o20'9",EA/S,11.4,7.25238,G0
320089,BL,Del,20h34m3.0s,15o5'6",EA/S,15.2,3.83474,
320091,BN,Del,20h38m6.2s,13o33'5",EA/S,12.7,2.47872,
320092,BO,Del,20h39m23.7s,14o23'40",EA/S,14.3,1.2876085,
320093,BP,Del,20h41m28.4s,18o54'51",EA/S,13.8,2.,
320094,BQ,Del,20h44m24.6s,14o28'25",EA/S,15.2,3.42658,
320096,BS,Del,20h52m58.3s,16o2'42",EA/S,12.8,2.97751,
320097,BT,Del,20h53m44.1s,15o44'7",EA/S,14.6,3.54262,
320100,BW,Del,20h21m6.5s,18o23'11",EA,11.4,2.423114,F2
320102,BY,Del,20h21m49.9s,12o24'27",EA/D,11.4,5.01713,F9
320106,CE,Del,20h23m2.9s,10o19'14",RRC,13.3,0.42669,
320114,CN,Del,20h25m20.2s,13o26'11",EW/K,14.2,0.590825,
320118,CR,Del,20h28m50.1s,15o37'1",EB/K,13.5,0.71363,
320133,DK,Del,20h37m35.7s,15o48'38",EB/K,14.0,0.589,
320135,DM,Del,20h39m37.0s,14o25'43",EB/K,8.58,0.8446758,A2V
320136,DN,Del,20h40m4.1s,13o48'25",SR,14.1,,G5III
320160,EQ,Del,20h39m40.4s,12o26'9",EA/S,13.0,2.248025,
320163,ET,Del,20h54m56.4s,8o23'28",EB/K,12.0,1.010784,A0
320166,EW,Del,20h16m31.1s,15o41'57",EW/K,15.1,0.391148,
320167,EX,Del,20h16m58.3s,15o52'52",EW/K,12.8,0.39684486,
320172,FH,Del,20h28m12.3s,19o26'22",EA/S,14.6,0.678036,
320173,FI,Del,20h29m16.3s,14o45'59",EB/K,14.2,0.415928,
320174,FK,Del,20h30m19.8s,12o26'12",EW/K,14.0,0.6667316,
320178,FO,Del,20h40m47.6s,10o18'38",EA/S,13.8,1.195410,
320181,FR,Del,20h55m12.9s,11o37'41",EW/K,15.0,0.3497476,
320189,FZ,Del,20h53m32.5s,4o38'49",EA/S,10.2,0.7832126,F
320190,GG,Del,20h14m31.8s,15o16'35",EB,12.4,0.5632265,F7
320248,KO,Del,20h44m47.9s,16o7'28",EA,12.5,,
320267,LS,Del,20h57m10.3s,19o38'59",EW/K,8.61,0.3638,
320273,LY,Del,21h6m26.1s,19o24'36",EA,10.40,,
320278,MP,Del,20h28m26.6s,11o43'14",EA,7.62,,
320280,MR,Del,20h31m13.5s,5o13'8",EA,8.85,,
320286,MX,Del,20h36m23.1s,20o35'57",EB,8.99,,
320288,MZ,Del,20h45m20.0s,7o2'20",EB,8.32,,
320289,NN,Del,20h46m49.2s,7o33'10",EA,8.49,,
320307,OT,Del,20h31m31.9s,6o46'32",EA,12.25,0.646147,
